ACCE_ABSORB_CHANCE	Absorption rate: %d%%
TOOLTIP_APPLY_ITEM_DROP_BONUS	Chance %d%% to drop double the items	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	Chance %d%% to restore HP	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	Chance %d%% to restore SP	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% chance to rob SP	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	No effect
TOOLTIP_APPLY_NO_DEATH_PENALTY	No experience points will be lost if your character is revived at the place of his death.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	Chance %d%% for piercing hits	SA
TOOLTIP_APPLY_POISON_PCT	Poisoning chance %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Poison resistance %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	%d%% potion effect raise	SA
TOOLTIP_APPLY_REFLECT_CURSE	Chance %d%% to reflect curse	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% chance to reflect close combat hits	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Defence chance against ninja attacks: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Bell defence %d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Dagger defence %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Fan defence %d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Defence chance against shaman attacks: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Defence chance against sura attacks: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Sword defence %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Two-Handed defence %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Defence chance against warrior attacks %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Wind resistance %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Chance to learn from books upgraded by factor 2.5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	If learning fails you immediately have another try for free	SNA
TOOLTIP_APPLY_SLOW_PCT	Slowing chance %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% damage will be absorbed by HP	SA
TOOLTIP_APPLY_STEAL_SP	%d%% damage will be absorbed by SP	SA
TOOLTIP_APPLY_STUN_PCT	Blackout chance %d%%	SA
TOOLTIP_ARMOR	Armor
TOOLTIP_ARROW	Arrow
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Attack value +%d	SA
TOOLTIP_ATT_SPEED	Attack speed +%d%%	SA
TOOLTIP_AUTO_POTION_HP	Sun Elixir
TOOLTIP_AUTO_POTION_REST	Remainder: %.2f%%
TOOLTIP_AUTO_POTION_SP	Moon Elixir
TOOLTIP_AUTO_POTION_USING	Active
TOOLTIP_BOW_DISTANCE	Range +%d m	SA
TOOLTIP_BUYPRICE	Price: %s
TOOLTIP_NO_BUYPRICE	Free
TOOLTIP_CAST_SPEED	Casting speed +%d%%	SA
TOOLTIP_CON	Vitality +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Costume bonus %d%%	SA
TOOLTIP_COSTUME_EXTEND_TIME	Extend for %d days
TOOLTIP_DEF_GRADE	Defence +%d	SA
TOOLTIP_DEX	Dexterity +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Sky	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Earth	SNA
TOOLTIP_EAR	Earring
TOOLTIP_EMOJI	Emoji
TOOLTIP_EMOJI_ACTIONS	Actions
TOOLTIP_EMOJI_ACTIVITIES	Activities
TOOLTIP_EMOJI_CLOSE	Close Emoji
TOOLTIP_EMOJI_FLAGS	Flags
TOOLTIP_EMOJI_FOOD	Food
TOOLTIP_EMOJI_NATURE	Nature
TOOLTIP_EMOJI_OBJECTS	Objects
TOOLTIP_EMOJI_OPEN	Open Emoji
TOOLTIP_EMOJI_PEOPLE	People
TOOLTIP_EMOJI_PLACES	Places
TOOLTIP_EMOJI_RECENT	Recent
TOOLTIP_EMOJI_SIMBOLS	Simbols
TOOLTIP_EMOJI_USED_ONCE	Emoji used only once.
TOOLTIP_EMOJI_USED_MORE	Emoji used %s times.
TOOLTIP_ENERGY	Energy %d	SA
TOOLTIP_ETC	And so on
TOOLTIP_EVENT_MONDAY	Monday
TOOLTIP_EVENT_TUESDAY	Tuesday
TOOLTIP_EVENT_WEDNESDAY	Wednesday
TOOLTIP_EVENT_THURSDAY	Thursday
TOOLTIP_EVENT_FRIDAY	Friday
TOOLTIP_EVENT_SATURDAY	Saturday
TOOLTIP_EVENT_SUNDAY	Sunday
TOOLTIP_EVENT_TYPE_EXPERIENCE	Experience Event
TOOLTIP_EVENT_TYPE_ITEM_DROP	Loot Event
TOOLTIP_EVENT_TYPE_BOSS	Boss Hunt
TOOLTIP_EVENT_TYPE_METIN	Metin Shower
TOOLTIP_EVENT_TYPE_MINING	Mining Event
TOOLTIP_EVENT_TYPE_GOLD_FROG	Gold Frog Event
TOOLTIP_EVENT_TYPE_MOONLIGHT	Moonlight Treasure Event
TOOLTIP_EVENT_TYPE_HEXEGONAL_CHEST	Hexegonal Chest Event
TOOLTIP_EVENT_TYPE_FISHING	Fishing Event
TOOLTIP_EVENT_TYPE_HIDE_AND_SEEK	Hide & Seek
TOOLTIP_EVENT_TYPE_OX	OX Event
TOOLTIP_EVENT_TYPE_TANAKA	Tanaka Event
TOOLTIP_EVENT_TYPE_YANG	Yang Event
TOOLTIP_EXPANDED_COINS	Dragon Coins
TOOLTIP_EXPANDED_YANG	Yang
TOOLTIP_FISHINGROD_EXP	Points %d / %d
TOOLTIP_FISHINGROD_LEVEL	Level: %d
TOOLTIP_FISHINGROD_UPGRADE1	Give to the Fisherman
TOOLTIP_FISHINGROD_UPGRADE2	to get a better
TOOLTIP_FISHINGROD_UPGRADE3	Fishing Pole.
TOOLTIP_FISH_LEN	Lenght: %.2fcm
TOOLTIP_HELMET	Helmet
TOOLTIP_HP_REGEN	HP regeneration +%d%%	SA
TOOLTIP_INT	Intelligence +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Attack value %d
TOOLTIP_ITEM_ATT_POWER	Attack value %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Attack value %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Attack value %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Attacking speed %s
TOOLTIP_ITEM_DEF_GRADE	Defence %d
TOOLTIP_ITEM_FAST	Fast
TOOLTIP_ITEM_LIMIT_CON	Vitality upper limit: %d
TOOLTIP_ITEM_LIMIT_DEX	Dexterity upper limit: %d
TOOLTIP_ITEM_LIMIT_INT	Intelligence upper limit: %d
TOOLTIP_ITEM_LIMIT_LEVEL	From level: %d
TOOLTIP_ITEM_LIMIT_STR	Strenght upper limit: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magical attack value %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magical attack value %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magical defence %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Muy rápido
TOOLTIP_ITEM_VERY_SLOW	Muy lento
TOOLTIP_ITEM_VNUM	Item %d
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipable ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Al derrotar a un jefe, tu probabilidad de botín aumenta en un %d %%.	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Lucky number: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magic attack +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magical attack value +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magical defence +%d	SA
TOOLTIP_MALL_ATTBONUS	Attack attack +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Attack attack	SNA
TOOLTIP_MALL_AUTOLOOT	A hand that picks up dropped Yang automatically	SNA
TOOLTIP_MALL_DEFBONUS	Defence +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Defence	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	Increases gaining EXP by 50%	SNA
TOOLTIP_MALL_FISH_MIND	Your chance of catching a rare fish is doubled.	SNA
TOOLTIP_MALL_GOLDBONUS	Yang drop chance increased by %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Double Yang drop chance	SNA
TOOLTIP_MALL_ITEMBONUS	Item drop chance increased by %d%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Item drop chance increased by 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Lovepoints raise faster.	SNA
TOOLTIP_MALL_SAFEBOX	Your storeroom gets 2 storage rooms	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Endurance +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magic/melee attack +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS-ERROR(%d, %d)
TOOLTIP_MOV_SPEED	Movement speed %d%%	SA
TOOLTIP_MULTI_FARM_EXTRA_ACCOUNT	Increase count: (+%d)
TOOLTIP_NECK	Necklace
TOOLTIP_NEED_ALL_SP	Needed SP: Max.
TOOLTIP_NEED_GSP	Needed Dragon ghost: %d
TOOLTIP_NEED_HP	Needed HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Needed skill points:
TOOLTIP_NEED_SP	Needed SP: %d
TOOLTIP_NEED_SP_PER_SEC	SP / Sec.: %d
TOOLTIP_NEW_AFFECT_AUTO_PICK_UP	Auto Pickup Enabled	SNA
TOOLTIP_NEW_AFFECT_PREMIUM_ACCOUNT	Premium Account	SNA
TOOLTIP_NEXT_SKILL_LEVEL_1	Next level: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Next level: %d (Max. %d-%d)
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Average damage %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Average damage resistance %d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	More than %d group members
TOOLTIP_PARTY_INFO_GRADE_UP2	Attack level +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Defence level +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restore HP/SP of all group members all 60 minutes.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restore HP/SP of all group members all 30 minutes.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	You have to wait 3 minutes after the death of a group member.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	You can call group members who are on the same server anytime.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Attack level +(Number of Group members./2) attacker %d can be chosen.
TOOLTIP_PARTY_INFO_SET_TANKER	Defence level +(Number of Group members) blade fighters 1 can be chosen.
TOOLTIP_PARTY_SKILL_LEVEL	Current level: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attack/Defence upgraded]
TOOLTIP_PARTY_TITLE_HEAL	[Restore]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	When you have more than %d group members you get %d%% Bonus-EXP .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Call]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Constitute attacker]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Constitute blade fighter]
TOOLTIP_PICK_EXP	Points: %d / %d
TOOLTIP_PICK_LEVEL	Level: %d
TOOLTIP_PICK_UPGRADE1	Give to the Lumberjack
TOOLTIP_PICK_UPGRADE2	to get a better
TOOLTIP_PICK_UPGRADE3	Pickaxe.
TOOLTIP_POTION_CURE	Cure negative effects.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Attack speed +%d
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Movement speed +%d
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Duration:
TOOLTIP_POTION_UNLIMITED	Duration: Unlimited
TOOLTIP_REQUIREMENT_21_LEVEL	You must have reached Level 21.
TOOLTIP_REQUIREMENT_41_LEVEL	You must have reached Level 41.
TOOLTIP_REQUIREMENT_LEVEL	You must have reached Level %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s level %d needed.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d needed
TOOLTIP_RESIST_BOW	Arrow Defence %d%%	SA
TOOLTIP_RESIST_DARK	Resistance against darkness +%d%%	SA
TOOLTIP_RESIST_EARTH	Earth resistance +%d%%	SA
TOOLTIP_RESIST_ELEC	Lightning resistance %d%%	SA
TOOLTIP_RESIST_FIRE	Fire resistance %d%%	SA
TOOLTIP_RESIST_ICE	Ice resistance +%d%%	SA
TOOLTIP_RESIST_MAGIC	Magic resistance %d%%	SA
TOOLTIP_REST_USABLE_COUNT	Left: %d
TOOLTIP_SEALED	Soulbound
TOOLTIP_SELLPRICE	Price: %s
TOOLTIP_SHAMAN	Shaman
TOOLTIP_SHIELD	Shield
TOOLTIP_SHOES	Shoes
TOOLTIP_SKILL	Skills	SNA
TOOLTIP_SKILLBOOK_NAME	Skill book
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Attack value: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Attack value:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Attack speed: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Defence:
TOOLTIP_SKILL_AFFECT_DODGE	Opponent attack value: -
TOOLTIP_SKILL_AFFECT_HEAL	Restore HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Movement speed: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Chance to reflect close combat attack:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistance against body damage:
TOOLTIP_SKILL_COOL_TIME	Recharge:
TOOLTIP_SKILL_DAMAGE_BONUS	Skill damage %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistance against skill damage %d%%	SA
TOOLTIP_SKILL_DURATION	Duration: %d sec.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Book of Forgetfulness
TOOLTIP_SKILL_LEVEL	Current level: %d
TOOLTIP_SKILL_LEVEL_MASTER	Current level: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Current level: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Empty
TOOLTIP_SOCKET_REFINABLE_ITEM	[Item with Socket]
TOOLTIP_SP_REGEN	SP Regeneration +%d%%	SA
TOOLTIP_STR	Strength +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_TIME_CHARGER_FIX	Time charging %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Time charging %d%%	SA
TOOLTIP_UNIQUE	Unique
TOOLTIP_WARRIOR	Warrior
TOOLTIP_WEAPON	Weapon
TOOLTIP_WRISTLET	Wristlet
TRACK_BOSS_COOLDOWN_FIELD	Map: %s
TRACK_BOSS_INFORMATION	World Boss
TRACK_BOSS_INFORMATION_NOTICE	Notify World Boss
TRACK_BOSS_LEVEL_FIELD	Recommended Level: %d - %d
TRACK_BOSS_PARTY_FIELD	Boss Cooldown: %s
TRACK_BOSS_READY	[WorldBoss] %s is spawned!
TRACK_DUNGEON_COOLDOWN_FIELD	Dungeon Cooldown: %s
TRACK_DUNGEON_INFORMATION	Dungeon
TRACK_DUNGEON_INFORMATION_NOTICE	Notify Dungeon
TRACK_DUNGEON_KEY	Key
TRACK_DUNGEON_LEVEL_FIELD	Level: %d - %d
TRACK_DUNGEON_PARTY_FIELD	Party: %s
TRACK_DUNGEON_PARTY_NEED	Yes
TRACK_DUNGEON_PARTY_NOT_NEED	No
TRACK_DUNGEON_READY	[Dungeon] %s is available!
TRACK_STATUS_ALIVE	Alive    CH%d
TRACK_STATUS_AVAILABLE	Available
TRACK_STATUS_FIELD	Status: %s
TRACK_STATUS_FIELD_GO_BACK	Go back - 
TRACK_WB_1	General Wu
TRACK_WB_2	General You
TRACK_WB_3	General Chou
TRACK_WB_4	General Xu
TRACK_WB_5	General Chen
TRACK_WB_6	Dune Guardian
TRACK_WINDOW_TITLE	Dungeon Info and World Boss
UI_ACCEPT	Accept
UI_CANCEL	Cancel
UI_CLOSE	Close
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_SLARGE	Tahoma:13
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_XLARGE	Tahoma:20
UI_DEF_FONT_XXLARGE	Tahoma:34
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Rechazar
UI_ITEM	Objeto
UI_LEFT_TIME	Tiempo restante: %d Seg.
UI_NEXT	Continuar
UI_NEXTPAGE	Seguir
UI_NOCONTENTS	Ningún contenido
UI_NONAME	Sin Nombre
UI_OK	OK
UI_POS_UNKNOWN	Lugar desconocido
UI_PREVPAGE	atrás
UI_UNKNOWN	Desconocido
UNLIMIT_ENTER_CZ_QUESTION	Puedes entrar en el Templo del zodíaco durante %d min. ¿Quieres utilizarlo?
UN_SEAL_SCROLL_CLOSE_UI	No puedes utilizar este objeto. Por favor, cierra la ventana e inténtalo de nuevo.
UN_SEAL_SCROLL_PLUS_PASSWORD_DESC1	Introduce la contraseña
UN_SEAL_SCROLL_PLUS_PASSWORD_DESC2	para usar el Pergamino de separación+.
UN_SEAL_SCROLL_PLUS_PASSWORD_TITLE	Contraseña
UN_SEAL_SCROLL_PLUS_USE_SUCCESS	Se ha disuelto la unión al alma al objeto %s.
UN_SEAL_SCROLL_USE_SUCCESS	Se disolverá la unión al alma del objeto %s. El proceso durará 3 días.
UPDATE_TIME	Fecha:
UPLOAD_MARK_CHECK_NEED_RECONNECT	La carga tiene que ser iniciada de nuevo.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	La carga tiene que ser iniciada de nuevo.
USE_ITEM_BUTTON_01	Cancelar
USE_ITEM_BUTTON_02	Acceder
USE_ITEM_FAILURE_PRIVATE_SHOP	No puedes utilizar ningún objeto mientras tengas abierta una tienda privada.
USE_ITEM_POPUP_01	La Batalla de los Cinco Santuarios ha llegado a su fin. \nPróxima batalla:
USE_ITEM_QUESTION_01	¿Quieres participar en la Batalla de los Cinco Santuarios?
USE_ITEM_QUESTION_02	¿Quieres volver al lugar en el que quedaste fuera de combate?\n Te costará %s Yang.
USE_ITEM_QUESTION_03	Se te teletransportará a una ubicación al azar. ¿Quieres acceder?
USE_ITEM_QUESTION_04	En cuanto accedas a la Batalla de los Cinco Santuarios se desactivarán todos tus potenciadores.\nSe te teletransportará a una ubicación al azar.\n¿Quieres acceder?
USE_ITEM_QUESTION_05	En cuanto accedas a la Batalla de los Cinco Santuarios se desactivarán todos tus potenciadores.\n¿Quieres regresar al lugar donde quedaste fuera de combate?\nCoste: %s Yang.
USE_SKILL_ERROR_UNKNOWN	Error de habilidad desconocido: %s
VALENTINE_DAY_EVENT_MESSAGE_ADD_CHOCOLATE	Has conseguido 1 Chocolate.
VALENTINE_DAY_EVENT_MESSAGE_ADD_ROSE	Has conseguido 1 Rosa.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_CLICK_USE_OR_WRAP_BUTTON	No se ha podido utilizar / envolver.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_CLICK_WRAP_BUTTON	No se ha podido envolver.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_GET_CHOCOLATE	Ya no puedes conseguir más Chocolate.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_GET_ROSE	Ya no puedes conseguir más Rosas.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_UNPACK_CHOCOLATE	No puedes tener más Chocolate.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_UNPACK_ROSE	No puedes tener más Rosas.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_USE_EVENT_ITEM_DIFFERENT_GENDER	Este objeto solo puede usarlo alguien del otro sexo. ¡Envuélvelo y regálalo!
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_USE_EVENT_ITEM_EVENT_ENDED	No se podrá usar una vez que termine el evento.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_WRAP_EVENT_ITEM_ALREADY_MAX_COUNT	No puedes usarlo porque ya has sobrepasado la cantidad máxima de este objeto.
VALENTINE_DAY_EVENT_MESSAGE_COOLTIME	Inténtalo de nuevo más tarde.
VALENTINE_DAY_EVENT_MESSAGE_EVENT_END	El evento de San Valentín se ha terminado.
VALENTINE_DAY_EVENT_MESSAGE_EVENT_START	Ha comenzado el evento de San Valentín.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_INVENTORY	No tienes suficiente espacio en el inventario.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_ITEM	No tienes suficientes objetos.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_LEVEL	Para envolver tienes que haber subido al menos al nivel 90.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_WRAP_ITEM	Siempre se pueden envolver 50 juntos.
VALENTINE_DAY_EVENT_MESSAGE_WRAP_SUCCESS_CHOCOLATE	Has envuelto Chocolate.
VALENTINE_DAY_EVENT_MESSAGE_WRAP_SUCCESS_ROSE	Has envuelto Rosas.
WHISPER_QUEST_BLOCK	¿Quieres bloquear a %s?
WHISPER_QUEST_FRIEND	¿Quieres añadir a %s a tu lista de amigos?
WHITE_DRAGON_CAVE_COOLING_CURSE	Por carga un {1} % de los HP máximos de daño cada {0} segundos. - Cargas actuales: {2}
WORLD_BOSS_STATE_BOSS_KILLED	Ha huido
WORLD_BOSS_STATE_BOSS_SPAWNED	Ha aparecido
WORLD_BOSS_STATE_BREAK_TIME	Tiempo de carga
WORLD_BOSS_STATE_WAIT_FOR_SPAWN	Todavía no ha aparecido
WORLD_BOSS_TIER_1_SYMBOL	I
WORLD_BOSS_TIER_2_SYMBOL	II
WORLD_BOSS_TIER_3_SYMBOL	III
WORLD_BOSS_TIER_4_SYMBOL	IV
YELLOW_FRUIT	Frutos dorados
YELLOW_FRUIT_MERCH_TITLE	Frutos dorados (%d)
YUTNORI_EVENT_MESSAGE_CARD_GAIN	Recibes Tablero/s de Iutnori.
YUTNORI_EVENT_MESSAGE_CARD_PEICE_GAIN	Recibes 1 Tronco de abedul.
YUTNORI_EVENT_MESSAGE_NOT_ENOUGHT_ITEM	No tienes suficientes objetos/dinero para jugar.
YUTNORI_EVENT_MESSAGE_NO_MORE_GAIN	Ya no puedes recibir más Tableros de Iutnori.
BIOLOG_MANAGER_REQUIRED_LEVEL	The biologist's current mission:
BIOLOG_MANAGER_REWARD	Reward
BIOLOG_MANAGER_TIME_TEXT	You can deliver the next item!
BIOLOG_MANAGER_TIME_WAIT	Wait: 
BIOLOG_MANAGER_TITLE	Biolog
BONUS_BOARD_CATEGORY_1	Damage/Defence
BONUS_BOARD_CATEGORY_2	Elemental bonus
BONUS_BOARD_CATEGORY_3	Class bonus
BONUS_BOARD_CATEGORY_4	Weapon bonus
BONUS_BOARD_CATEGORY_5	Other bonus
MAINTENANCE_TEXT_INFO	|cFFf2e2bc|H|hTechnical maintenance in: |cFF80f076|H|h%s
MAINTENANCE_TEXT_LENGTH	|cFFc9ff00|H|hLength: |cFF80f076|H|h%s
MAINTENANCE_TEXT_REASON	Reason: %s
MAINTENANCE_TEXT_REASON_TECHNICAL	Reason: Technical maintenance
MAINTENANCE_TEXT_TIME_DAYS	 Days
MAINTENANCE_TEXT_TIME_HOURS	 Hours
MAINTENANCE_TEXT_TIME_MINUTES	 Minute(s)
DEFENSAWE_HYDRA	Ship Defence
DESTROY_ITEM_QUESTION	Are you sure you want to destroy?
DO_YOU_BUY_ITEM1	Do you want to buy %s for %s ?
DO_YOU_BUY_ITEM2	Do you want to buy %s x%s for %s ?
DO_YOU_DROP_MONEY	Do you want to drop %d Yang?
DO_YOU_SELL_ITEM1	Do you want to sell %s for %s ?
DO_YOU_SELL_ITEM2	Do you want to sell %s x%s for %s ?
DROP_ITEM_FAILURE_EQUIP_ITEM	You cannot drop equipped items.
DROP_ITEM_FAILURE_PRIVATE_SHOP	You cannot drop any items as long as a private shop is open.
DROP_MONEY_FAILURE_1000_OVER	You can drop a maximum of 999 Yang.
DUNGEON_TIMER_FLOOR	Floor %d
DUNGEON_TIMER_WAVE	Wave %d
EMOJI_CHEST_VIEW	Show drop - |Eemoji/key_rclick|e
EMOJI_QUICK_ADD	Quick add - |Eemoji/key_ctrl|e + |Eemoji/key_rclick|e
EMOJI_RENDER_TARGET_MOVE	Move - |Eemoji/key_rclick|e
EMOJI_RENDER_TARGET_WHEEL	Zoom - |Eemoji/key_lclick_wheel|e
EMOJI_SHOP_BUY	Buy - |Eemoji/key_rclick|e
EMOJI_SHOP_SELL	Sell - |Eemoji/key_ctrl|e + |Eemoji/key_rclick|e
ITEMSHOP_BUY_TEXT	Wanna buy |cffF7BD48%s|r ?
ITEMSHOP_BUY_TEXT_COUNT	Wanna buy |cffF7BD48%s x%d|r ?
ITEMSHOP_CATEGORY_0_NAME	Offers
ITEMSHOP_CATEGORY_0_SUB_0_NAME	Special packs
ITEMSHOP_CATEGORY_0_SUB_1_NAME	Special Offers
ITEMSHOP_CATEGORY_1_NAME	Special Objects
ITEMSHOP_CATEGORY_2_NAME	Cosmetics
ITEMSHOP_CATEGORY_2_SUB_0_NAME	Weapon skin
ITEMSHOP_CATEGORY_2_SUB_1_NAME	Armor skin
ITEMSHOP_CATEGORY_2_SUB_2_NAME	Hair skin
ITEMSHOP_CATEGORY_2_SUB_3_NAME	Pet skin
ITEMSHOP_CATEGORY_2_SUB_4_NAME	Mount skin
ITEMSHOP_CATEGORY_3_NAME	Companions
ITEMSHOP_CATEGORY_3_SUB_0_NAME	Mounts
ITEMSHOP_CATEGORY_3_SUB_1_NAME	Normal pets
ITEMSHOP_CATEGORY_3_SUB_2_NAME	Companions
ITEMSHOP_CATEGORY_4_NAME	Dungeons
ITEMSHOP_CATEGORY_5_NAME	Equipment
ITEMSHOP_DRAGONCOINT	Dragon Coins
ITEMSHOP_EXPIRED	Expired
ITEMSHOP_ITEMSEARCH_DEFAULT_TEXT	Search the itemshop ...
ITEMSHOP_LAST_COUNT	Remaining amount: %d
ITEMSHOP_MENU_TITLE_HOME	Home
ITEMSHOP_MENU_TITLE_HOTITEMS	|Eishop/hot|e Popular
ITEMSHOP_MENU_TITLE_OFFERS	|Eishop/offer|e Offers
ITEMSHOP_MENU_TITLE_WHEEL	|Eishop/wheel_icon|e Roulette
ITEMSHOP_PRICE_NEW	|Eishop/mini_coin|e %s DC
ITEMSHOP_PRICE_ONLY_TEXT	%s DC
ITEMSHOP_PRICE_WITH_DISCOUNT	|Eishop/mini_coin|e |cffFF7B7B%s DC (%d%%)
ITEMSHOP_PURCHASES	History
ITEMSHOP_PURCHASES_ACCOUNTID	ID account
