ACCE_ABSORB_CHANCE	Emiþ oraný: %d%%
UN_SEAL_SCROLL_PLUS_PASSWORD_DESC1	Lütfen þifreni gir
UN_SEAL_SCROLL_PLUS_PASSWORD_DESC2	ve ayýrma parþömeni+ eþyasýný kullan.
UN_SEAL_SCROLL_PLUS_PASSWORD_TITLE	Þifre
UN_SEAL_SCROLL_PLUS_USE_SUCCESS	%s üzerindeki ruha baðlama baþarýyla kaldýrýldý.
UN_SEAL_SCROLL_USE_SUCCESS	%s için ruha baðlama kaldýrýlýyor. Bu iþlem 3 gün sürer.
UPDATE_TIME	Tarih
UPLOAD_MARK_CHECK_NEED_RECONNECT	Upload yeniden baþlatýlmalý.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload yeniden baþlatýlmalý.
USER_REPORT_SYSTEM_DIALOG_BUTTON_NO	Ýptal et
USER_REPORT_SYSTEM_DIALOG_BUTTON_YES	Gönder
USER_REPORT_SYSTEM_DIALOG_REPORT_SURE	Bu karakteri rapor etmek istediðinden emin misin?
USER_REPORT_SYSTEM_DIALOG_TITLE	Seçilen karakter
USER_REPORT_SYSTEM_DIALOG_WARN_SANCTIONS	Sahte ihbarlarýn sonuçlarý olabilir.
USER_REPORT_SYSTEM_FAIL_MESSAGE_ALREADY_REPORTED	Bu karakteri zaten rapor ettin.
USER_REPORT_SYSTEM_FAIL_MESSAGE_DEAD	Ölüyken bu özelliði kullanamazsýn.
USER_REPORT_SYSTEM_FAIL_MESSAGE_GM	GM karakterleri bu özelliði kullanamaz.
USER_REPORT_SYSTEM_FAIL_MESSAGE_NOT_SELECTED	Raporunu gönderebilmek için önce bir neden seçmelisin.
USER_REPORT_SYSTEM_FAIL_MESSAGE_OFFLINE	Bu karakter þu anda çevrimdýþý.
USER_REPORT_SYSTEM_FAIL_MESSAGE_UNDER_30	Bu özelliði kullanabilmek için Biyolog görevini (seviye 30) tamamlamýþ olmalýsýn.
USER_REPORT_SYSTEM_MESSAGE_REPORT_SUCCESS	Rapor baþarýyla gönderildi.
USER_REPORT_SYSTEM_MESSAGE_USE_LATER	Lütfen daha sonra tekrar dene.
USER_REPORT_SYSTEM_TOOLTIP_BOT_USING	Bot Dükkaný
USER_REPORT_SYSTEM_TOOLTIP_CHEATING	Botlama ve Hile
USER_REPORT_SYSTEM_TOOLTIP_ILLEGAL_SELLER	Altýn satýþý
USER_REPORT_SYSTEM_TOOLTIP_USER_REPORT	Oyuncuyu rapor et
USE_ITEM_BUTTON_01	Ýptal et
USE_ITEM_BUTTON_02	Gir
USE_ITEM_FAILURE_PRIVATE_SHOP	Özel bir dükkân açtýðýn sürece, nesneleri kullanamazsýn.
USE_ITEM_POPUP_01	Beþ Tapýnaðýn Savaþý sona erdi. \n Sonraki savaþ:
USE_ITEM_QUESTION_01	Beþ Tapýnaðýn Savaþý'na katýlmak istiyor musun?
USE_ITEM_QUESTION_02	Öldürüldüðün yere geri dönmek istiyor musun?\n Bunun sana maliyeti %s Yang.
USE_ITEM_QUESTION_03	Rastgele bir konuma ýþýnlanacaksýn. Girmek istiyor musun?
USE_ITEM_QUESTION_04	Beþ Tapýnaðýn Savaþý'na girdiðinde bütün Bufflarýn devre dýþý kalýr.\nRastgele bir konuma ýþýnlanýrsýn.\nGirmek istiyor musun?
USE_ITEM_QUESTION_05	Beþ Tapýnaðýn Savaþý'na girdiðinde bütün Bufflarýn devre dýþý kalýr.\nÖldüðün yere geri dönmek ister misin?\nMaliyet: %s Yang.
USE_SKILL_ERROR_UNKNOWN	Bilinmeyen Beceri Hatasý: %s
VALENTINE_DAY_EVENT_MESSAGE_ADD_CHOCOLATE	1 parça çikolata aldýn.
VALENTINE_DAY_EVENT_MESSAGE_ADD_ROSE	1 gül aldýn.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_CLICK_USE_OR_WRAP_BUTTON	Bu kullanýlamadý/paketlenemedi.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_CLICK_WRAP_BUTTON	Bu paketlenemedi.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_GET_CHOCOLATE	Daha fazla çikolata alamazsýn.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_GET_ROSE	Daha fazla gül alamazsýn.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_UNPACK_CHOCOLATE	Daha fazla çikolataya sahip olamazsýn.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_UNPACK_ROSE	Daha fazla güle sahip olamazsýn.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_USE_EVENT_ITEM_DIFFERENT_GENDER	Bu eþya sadece karþý cins tarafýndan kullanýlabilir. Bunu paketle ve hediye et!
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_USE_EVENT_ITEM_EVENT_ENDED	Etkinlik sona erdiði için artýk bunu kullanamazsýn.
VALENTINE_DAY_EVENT_MESSAGE_CANNOT_WRAP_EVENT_ITEM_ALREADY_MAX_COUNT	Bu eþya için maksimum sayýyý aþacaðý için bunu kullanamazsýn.
VALENTINE_DAY_EVENT_MESSAGE_COOLTIME	Lütfen daha sonra tekrar dene.
VALENTINE_DAY_EVENT_MESSAGE_EVENT_END	Sevgililer Günü Etkinliði sona erdi.
VALENTINE_DAY_EVENT_MESSAGE_EVENT_START	Sevgililer Günü Etkinliði baþladý.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_INVENTORY	Envanterinde yeterli alan yok.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_ITEM	Yeterli eþyan yok.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_LEVEL	Paketlemek için minimum seviyen 90 olmalý.
VALENTINE_DAY_EVENT_MESSAGE_NOT_ENOUGH_WRAP_ITEM	50 tanesini birlikte paketleyebilirsin.
VALENTINE_DAY_EVENT_MESSAGE_WRAP_SUCCESS_CHOCOLATE	Çikolata paketledin.
VALENTINE_DAY_EVENT_MESSAGE_WRAP_SUCCESS_ROSE	Gül paketledin.
WHISPER_QUEST_BLOCK	%s kiþisini engelle?
WHISPER_QUEST_FRIEND	%s kiþisini arkadaþ listene al?
WHITE_DRAGON_CAVE_COOLING_CURSE	Yükleme baþýna %{1} maksimum HP hasarý - her {0} saniyede bir. - Mevcut yüklemeler: {2}
WORLD_BOSS_STATE_BOSS_KILLED	Kaçtý
WORLD_BOSS_STATE_BOSS_SPAWNED	Belirdi
WORLD_BOSS_STATE_BREAK_TIME	Soðuma süresi
WORLD_BOSS_STATE_WAIT_FOR_SPAWN	Henüz belirmedi
WORLD_BOSS_TIER_1_SYMBOL	I
WORLD_BOSS_TIER_2_SYMBOL	II
WORLD_BOSS_TIER_3_SYMBOL	III
WORLD_BOSS_TIER_4_SYMBOL	IV
YELLOW_FRUIT	Altýn dut
YELLOW_FRUIT_MERCH_TITLE	Altýn dut (%d)
YUTNORI_EVENT_MESSAGE_CARD_GAIN	Yutnori oyun tahta(larý) alýrsýn.
YUTNORI_EVENT_MESSAGE_CARD_PEICE_GAIN	1 Kayýn Kütüðü kazandýn.
YUTNORI_EVENT_MESSAGE_NOT_ENOUGHT_ITEM	Oynamak için yeterince nesne veya paran yok.
YUTNORI_EVENT_MESSAGE_NO_MORE_GAIN	Baþka Yutnori oyun tahtasý alamazsýn.
GUILD_DIAMANT_OVEN	Elmas fýrýný
GUILD_FOSSIL_OVEN	Fosil odunu fýrýný
GUILD_COPPER_OVEN	Bakýr fýrýný
GUILD_SILVER_OVEN	Gümüþ fýrýný
GUILD_GOLD_OVEN	Altýn fýrýný
GUILD_JADE_OVEN	Yeþim fýrýný
GUILD_EBONY_OVEN	Abanoz fýrýný
GUILD_PEARL_OVEN	Ýnci fýrýný
GUILD_WHITEGOLD_OVEN	Beyaz altýn fýrýný
GUILD_KRISTALL_OVEN	Kristal fýrýný
GUILD_QUARZ_OVEN	Kuvars fýrýný
GUILD_TEARS_OVEN	Göksel gözyaþý fýrýný
GUILD_SOULCRISTAL_OVEN	Ruh kristali fýrýný
GUILD_RUBIN_OVEN	Yakut fýrýný
GUILD_GRANAT_OVEN	Granat fýrýný
GUILD_SMARAGD_OVEN	Zümrüt fýrýný
GUILD_SAPHIR_OVEN	Safir fýrýný
GUILD_TURMALIN_OVEN	Turmalin fýrýný
GUILD_WEAPON_BLACKSMITH	Silah demircisi
GUILD_ARMOR_BLACKSMITH	Zýrh demircisi
GUILD_JUWELER_BLACKSMITH	Kuyumcu
TRACK_BOSS_COOLDOWN_FIELD	Harita: %s
TRACK_BOSS_INFORMATION	Dünya Bossu
TRACK_BOSS_INFORMATION_NOTICE	Dünya Bossu Bildirimi
TRACK_BOSS_LEVEL_FIELD	Önerilen Seviye: %d - %d
TRACK_BOSS_PARTY_FIELD	Boss Bekleme Süresi: %s
TRACK_BOSS_READY	[Dünya Bossu] %s ortaya çýktý!
TRACK_DUNGEON_COOLDOWN_FIELD	Zindan Bekleme Süresi: %s
TRACK_DUNGEON_INFORMATION	Zindan
TRACK_DUNGEON_INFORMATION_NOTICE	Zindan Bildirimi
TRACK_DUNGEON_KEY	Anahtar
TRACK_DUNGEON_LEVEL_FIELD	Seviye: %d - %d
TRACK_DUNGEON_PARTY_FIELD	Grup: %s
TRACK_DUNGEON_PARTY_NEED	Evet
TRACK_DUNGEON_PARTY_NOT_NEED	Hayýr
TRACK_DUNGEON_READY	[Zindan] %s eriþilebilir!
TRACK_STATUS_ALIVE	Canlý    CH%d
TRACK_STATUS_AVAILABLE	Kullanýlabilir
TRACK_STATUS_FIELD	Durum: %s
TRACK_STATUS_FIELD_GO_BACK	Geri Dön - 
TRACK_WB_1	General Wu
TRACK_WB_2	General You
TRACK_WB_3	General Chou
TRACK_WB_4	General Xu
TRACK_WB_5	General Chen
TRACK_WB_6	Çöl Muhafýzý
TRACK_WINDOW_TITLE	Zindan ve Dünya Bossu Bilgisi
WIKI_CATEGORY_BOSSES	Bosslar
WIKI_CATEGORY_CHESTS	Sandýklar
WIKI_CATEGORY_COMPANION	Yoldaþ
WIKI_CATEGORY_COSTUMES	Kostümler
WIKI_CATEGORY_EQUIPEMENT	Ekipman
WIKI_CATEGORY_GUIDES	Bilgi
WIKI_CATEGORY_METINSTONES	Metin Taþlarý
WIKI_CATEGORY_MONSTERS	Canavar
WIKI_CATEGORY_SYSTEMS	Sistemler
WIKI_CHESTINFO_CONTENTOF	%s içeriði
WIKI_CHESTINFO_ORIGIN	Kaynak
WIKI_ITEMINFO_OPTAINEDFROM	Þuradan elde edilir
WIKI_MONSTERINFO_DEFENSE	Savunma:
WIKI_MONSTERINFO_DROPLISTOF	%s yaðma listesi
WIKI_MONSTERINFO_DMG_HP	Min. Hasar:%d | Max. Hasar:%d | Max. HP: %d
WIKI_MONSTERINFO_GOLD_EXP	Min. Yang: %d | Max. Yang: %d | EXP: %d
WIKI_MONSTERINFO_LEVEL	Seviye: %d
WIKI_MONSTERINFO_NO_RACE	Yok
WIKI_MONSTERINFO_RACE_ANIMAL	Hayvan
WIKI_MONSTERINFO_RACE_UNDEAD	Ölümsüz
WIKI_MONSTERINFO_RACE_DEVIL	Þeytan
WIKI_MONSTERINFO_RACE_HUMAN	Yarý Ýnsan
WIKI_MONSTERINFO_RACE_ORC	Ork
WIKI_MONSTERINFO_RACE_MILGYO	Esoterik
WIKI_MONSTERINFO_RACE_ELEC	Yýldýrým
WIKI_MONSTERINFO_RACE_FIRE	Ateþ
WIKI_MONSTERINFO_RACE_ICE	Buz
WIKI_MONSTERINFO_RACE_WIND	Rüzgar
WIKI_MONSTERINFO_RACE_EARTH	Toprak
WIKI_MONSTERINFO_RACE_DARK	Karanlýk
WIKI_MONSTERINFO_RACE_METIN	Metin Taþý
WIKI_MONSTERINFO_RESIST_BELL	Çan savunmasý %d
WIKI_MONSTERINFO_RESIST_BOW	Ok savunmasý %d
WIKI_MONSTERINFO_RESIST_DAGGER	Hançer savunmasý %d
WIKI_MONSTERINFO_RESIST_FAN	Yelpaze savunmasý %d
WIKI_MONSTERINFO_RESIST_MAGIC	Büyü direnci %d
WIKI_MONSTERINFO_RESIST_SWORD	Kýlýç savunmasý %d
WIKI_MONSTERINFO_RESIST_TWOHAND	Çift-ellii savunma %d
WIKI_MONSTERINFO_STATISTICS	%s istatistikleri
WIKI_MONSTERINFO_STATISTICS_TYPE	Tür: %s | Sýnýf: %s
WIKI_REFINEINFO_ITEM_LEVEL	Seviye %d - Yükseltme Aralýðý %d~%d
WIKI_REFINEINFO_ITEM_LEVEL_RANGE	Seviye %d~%d - Yükseltme Aralýðý %d~%d
WIKI_REFINEINFO_NEXT_ITEM	Sonraki eþya
WIKI_REFINEINFO_YANG_COSTS	Yang maliyeti
WIKI_SEARCH_ITEM_OVERLAY_TEXT	Eþya adý...
WIKI_SEARCH_MOB_OVERLAY_TEXT	Canavar adý...
WIKI_SUBCATEGORY_ARMOR	Zýrh
WIKI_SUBCATEGORY_BATTLEPASS	Savaþ Bileti
WIKI_SUBCATEGORY_BELTS	Kemerler
WIKI_SUBCATEGORY_BIOLOG	Biyolog
WIKI_SUBCATEGORY_BOSS_CHESTS	Patron sandýklarý
WIKI_SUBCATEGORY_BRACELET	Bilezik
WIKI_SUBCATEGORY_COMPANION	Evcil Petler
WIKI_SUBCATEGORY_COSTUME_ACCE	Kostüm Aksesuarý
WIKI_SUBCATEGORY_DUNGEON_CHESTS	Zindan sandýklarý
WIKI_SUBCATEGORY_EARRINGS	Küpe
WIKI_SUBCATEGORY_EVENTS	Etkinlikler
WIKI_SUBCATEGORY_EVENT_CHESTS	Etkinlik sandýklarý
WIKI_SUBCATEGORY_GAME_RULES	Oyun kurallarý
WIKI_SUBCATEGORY_HAIRSTYLES	Saç stilleri
WIKI_SUBCATEGORY_HELMET	Kask
WIKI_SUBCATEGORY_LV1_99	Seviye 1-99
WIKI_SUBCATEGORY_LV99_120	Seviye 99-120
WIKI_SUBCATEGORY_LV120	Seviye 120+
WIKI_SUBCATEGORY_MOUNT	Binek
WIKI_SUBCATEGORY_NECKLACE	Kolye
WIKI_SUBCATEGORY_OTHER_CHESTS	Diðer sandýklar
WIKI_SUBCATEGORY_PET	Pet
WIKI_SUBCATEGORY_PENDANT	Týlsým
WIKI_SUBCATEGORY_SHIELD	Kalkan
WIKI_SUBCATEGORY_SHOES	Ayakkabý
WIKI_SUBCATEGORY_SKILL_COLOR	Yetenek rengi
WIKI_SUBCATEGORY_WEAPONS	Silah
WIKI_TITLE	Wikipedia
WIKI_UNKOWN_ITEM	Bilinmeyen eþya: %d
WIKI_UNKOWN_MOB	Bilinmeyen yaratýk: %d
TITLE_SYSTEM_NAME_0	[Ünvan yok]
TITLE_SYSTEM_NAME_1	|Elive/twitch|e |cff9146ffTwitch Partner|h|r
TITLE_SYSTEM_NAME_2	|Elive/kick|e |cff53fc18Kick Partner|h|r
TITLE_SYSTEM_NAME_3	|Elive/youtube|e |cffff0000YouTube Partner|h|r
TITLE_SYSTEM_NAME_4	|Elive/tiktok|e |cff000000TikTok Partner|h|r
TITLE_SYSTEM_NAME_5	|Elive/facebook|e |cff1877f2Facebook Partner|h|r
TITLE_SYSTEM_NAME_6	|Elive/kral|e |cffffcc00Kral Oyuncu|h|r
TITLE_SYSTEM_NAME_7	|Elive/kralice|e |cffff99ffKraliçe Oyuncu|h|r
TITLE_SYSTEM_NAME_8	|Elive/pvp|e |cff58aa51PvP Turnuvasý Kralý|h|r
TITLE_SYSTEM_NAME_9	|Elive/metinn|e |cff40e0d0Metin Taþý Avcýsý|h|r
TITLE_SYSTEM_NAME_10	|Elive/patron|e |cff40e0d0Patron Avcýsý|h|r
TITLE_SYSTEM_NAME_11	|Elive/savasci|e |cff1e90ffSavaþçý PvP Kralý|h|r
TITLE_SYSTEM_NAME_12	|Elive/ninja|e |cff1e90ffNinja PvP Kralý|h|r
TITLE_SYSTEM_NAME_13	|Elive/sura|e |cff1e90ffSura PvP Kralý|h|r
TITLE_SYSTEM_NAME_14	|Elive/saman|e |cff1e90ffÞaman PvP Kralý|h|r
TITLE_SYSTEM_NAME_15	|Elive/grafiker|e |cff00ff7fGrafiker|h|r
TITLE_SYSTEM_NAME_16	|Elive/earth|e |cff00ff7fAnka2 Development|h|r
TITLE_SYSTEM_NAME_17	|Elive/orc|e |cff8b0000Ceset Torbasý|h|r
TITLE_SYSTEM_NAME_18	|Elive/human|e |cff8b0000Yok Edici|h|r
TITLE_SYSTEM_NAME_19	|Elive/devils|e |cff8b0000Kelle Avcýsý|h|r
TITLE_SYSTEM_NAME_20	|Elive/wind|e |cffff4500Krallýðýn Fatihi|h|r
TOOLTIP_ANTIFLAG_NOT_POSSIBLE	[ Gerçekleþtirilemez ]
TOOLTIP_ANTIFLAG_DESTROY	Silinemez
TOOLTIP_ANTIFLAG_DROP	Atýlamaz
TOOLTIP_ANTIFLAG_GIVE	Verilemez
TOOLTIP_ANTIFLAG_MYSHOP	Markette kullanýlamaz
TOOLTIP_ANTIFLAG_PKDROP	Düþmez
TOOLTIP_ANTIFLAG_SAFEBOX	Depolanmaz
TOOLTIP_ANTIFLAG_SELL	Satýlamaz
TOOLTIP_ANTIFLAG_STACK	Biriktirilemez
TELEPORT_WINDOW_CLASS_0	Krallýklar
TELEPORT_WINDOW_CLASS_1	Zindanlar
TELEPORT_WINDOW_CLASS_2	Beta
TELEPORT_WINDOW_CLASS_3	Diðerleri
TELEPORT_WINDOW_CLASS_4	Büyülü Orman
TELEPORT_WINDOW_CLASS_5	Yohara
TELEPORT_WINDOW_CLASS_6	Çarþý
MAP_MAGIC_FOREST	Büyülü Orman
MAP_ABANDONED_CASTLE	Terkedilmiþ Kale
MAP_DONGAN_PLAIN	Dongan Ovasý	
MAP_SEOGAN_SWAMP	Seogan Çoraðý
MAP_NAMGAN_GAP	Namgan Yarýðý
MAP_NORTH_WIND_CACHE	Kuzey Rüzgarý Zulasý
MAP_NORTH_R_CLIFF	Kuzey R. Uçurumu
MAP_NORTH_WIND_DESCEN	Kuzey Rüzgarý Ýniþi
MAP_MYSTERIOUS_DUNGEON	Gizemli Zindan
MAP_YILAD_PASS	Yilad Geçidi
MAP_CRYSTAL_CAVE	Kristal Maðara
TELEPORT_WINDOW_CONFIRM_WARP	|cff58aa51%s|h|r bölgesine ýþýnlanmak istediðinizden emin misiniz?
TELEPORT_WINDOW_ITEM_ICON_TOOLTIP	Gerekli Eþya
TELEPORT_WINDOW_ITEM_REQ	Gerekli Eþya: |cff24ff00%s|h|r
TELEPORT_WINDOW_ITEM_REQ_DESC_0	Eþyayý elde edebileceðiniz yerler:
TELEPORT_WINDOW_ITEM_REQ_DESC_1	Genel Yaratýklar ve Patronlar
TELEPORT_WINDOW_LEVEL_ICON_TOOLTIP	Gerekli Seviye (Min-Maks)
TELEPORT_WINDOW_LEVEL_REQ	Minimum: |cff24ff00%d|h|r / Maksimum: |cff24ff00%d|h|r
TELEPORT_WINDOW_MONEY_ICON_TOOLTIP	Iþýnlanma Ücreti (Yang)
TELEPORT_WINDOW_MONEY_REQ	Yang: |cff24ff00%s|h|r
TELEPORT_WINDOW_NO_ITEM_REQ	Ücretsiz ýþýnlanabilirsiniz!
TELEPORT_WINDOW_UNSELECTED_MAP_INDEX	Lütfen bir harita seçin!
SWITCHBOT_TITLE	Bonus Deðiþtirici
SWITCHBOT_START	Baþlat
SWITCHBOT_STOP	Durdur
SWITCHBOT_RESET	Sýfýrla
SWITCHBOT_ALTERNATIVES	Olasý Alternatifler
SWITCHBOT_EMPTY_ATTR	- Boþ -
SWITCHBOT_SELECT_ATTR	Bonus Seç
SWITCHBOT_CLEAR_ATTR	Sil
SWITCHBOT_LOAD_CONFIGURATION	Yükle
SWITCHBOT_CLEAR_CONFIGURATION	Temizle
SKILL_COLOR_SELECT_FIRST	Önce bir renk seçin.
SKILL_COLOR_PICK_TOOLTIP	%s için istediðiniz rengi seçin. (HEX Kodu: %s)
SKILL_COLOR_DO_YOU_RESET	Becerinizin rengini sýfýrlamak istiyor musunuz?
SKILL_COLOR_DO_YOU_CHANGE	Becerinizin rengini deðiþtirmek istiyor musunuz?
RENEWAL_SKILL_SELECT_ASSASSIN_SKILL_IMG_DESC_LEFT	Güçlü ve çevik bir dövüþçü, düþmanýný[ENTER]ne olduðunu fark etmeden öldürebilir!
RENEWAL_SKILL_SELECT_ASSASSIN_SKILL_IMG_DESC_RIGHT	Okçu Lars Andersen’in öðrencisi olan usta bir savaþçý,[ENTER]oklarla kimsenin mümkün sanmadýðý þeyleri baþarabilir!
RENEWAL_SKILL_SELECT_CONFIRMATION	Seçiminiz: %s
RENEWAL_SKILL_SELECT_FINAL_ANSWER	Bu seçimi yapmak istediðinizden emin misiniz?
RENEWAL_SKILL_SELECT_JOB_ASSASSIN_SKILL_1_FOOTER	Yakýn Dövüþ
RENEWAL_SKILL_SELECT_JOB_ASSASSIN_SKILL_2_FOOTER	Uzak Dövüþ
RENEWAL_SKILL_SELECT_JOB_ASSASSIN_SKILL_1_HEADER	Yakýn Dövüþ
RENEWAL_SKILL_SELECT_JOB_ASSASSIN_SKILL_2_HEADER	Uzak Dövüþ
RENEWAL_SKILL_SELECT_JOB_SHAMAN_SKILL_1_FOOTER	Ejderha Gücü Þaman
RENEWAL_SKILL_SELECT_JOB_SHAMAN_SKILL_2_FOOTER	Ýyileþtirmeci Þaman
RENEWAL_SKILL_SELECT_JOB_SHAMAN_SKILL_1_HEADER	Ejderha Gücü Þaman
RENEWAL_SKILL_SELECT_JOB_SHAMAN_SKILL_2_HEADER	Ýyileþtirmeci Þaman
RENEWAL_SKILL_SELECT_JOB_SURA_SKILL_1_FOOTER	Büyülü Silah Sura
RENEWAL_SKILL_SELECT_JOB_SURA_SKILL_2_FOOTER	Karabüyü Sura
RENEWAL_SKILL_SELECT_JOB_SURA_SKILL_1_HEADER	Büyülü Silah
RENEWAL_SKILL_SELECT_JOB_SURA_SKILL_2_HEADER	Karabüyü Sura
RENEWAL_SKILL_SELECT_JOB_WARRIOR_SKILL_1_FOOTER	Bedensel Savaþçý
RENEWAL_SKILL_SELECT_JOB_WARRIOR_SKILL_2_FOOTER	Zihinsel Savaþçý
RENEWAL_SKILL_SELECT_JOB_WARRIOR_SKILL_1_HEADER	Bedensel Savaþçý
RENEWAL_SKILL_SELECT_JOB_WARRIOR_SKILL_2_HEADER	Zihinsel Savaþçý
RENEWAL_SKILL_SELECT_SHAMAN_SKILL_IMG_DESC_LEFT	Müttefiklerine saldýrý gücü ve savunma saðlayarak[ENTER]destek olmak için yaratýlmýþ ve eðitilmiþtir!
RENEWAL_SKILL_SELECT_SHAMAN_SKILL_IMG_DESC_RIGHT	Kendisine ve müttefiklerine hýz ve[ENTER]yenilenme kazandýrabilir, ayrýca iyi bir savaþçýdýr!
RENEWAL_SKILL_SELECT_SURA_SKILL_IMG_DESC_LEFT	Teutoburg’tan hayatta kalan bir lejyoner,[ENTER]ölüm ormanýnda hayatta kalmak için yaratýklarla[ENTER]savaþma konusunda ustalaþmýþtýr!
RENEWAL_SKILL_SELECT_SURA_SKILL_IMG_DESC_RIGHT	Lejyonun hain bir büyücüsü olarak,[ENTER]yetenekleriyle en korkunç savaþçýlarý bile[ENTER]kaçýrmayý baþarýr!
RENEWAL_SKILL_SELECT_WARRIOR_SKILL_IMG_DESC_LEFT	Hýzlarý ve yüksek temel saldýrýlarýyla tanýnan[ENTER]beden savaþçýlarý, korkusuz berserkerler olarak bilinir!
RENEWAL_SKILL_SELECT_WARRIOR_SKILL_IMG_DESC_RIGHT	Çin Seddi kadar saðlam olan zihin savaþçýlarý,[ENTER]yüksek dayanýklýlýk ve çeviklikleriyle kolayca yenilmez!
RESTART_INSTANT_MESSAGE	Bu seçenek size 500.000 Yang’a mal olacak.
RESTART_CLIENT_DO_YOU_ACCEPT_1	Deðiþikliklerin uygulanmasý için istemciyi yeniden baþlatmanýz gerekiyor.
RESTART_CLIENT_DO_YOU_ACCEPT_2	Þimdi yeniden baþlatmak istiyor musunuz?
REVIVE_AUTO_TOWN_MESSAGE	{} saniye içinde þehre ýþýnlanacaksýnýz.
OFFLINESHOP_AFFECT_DECORATION	Pazar Dekoru	SNA
OFFLINESHOP_BOARD_TITLE	Pazar
OFFLINESHOP_BUTTON_CLOSE	Market'i Kapat
OFFLINESHOP_BUTTON_HISTORY	Geçmiþ
OFFLINESHOP_BUTTON_HISTORY_CLEAR	Geçmiþi Temizle
OFFLINESHOP_DO_YOU_GET_BACK	%s eþyasýný Dükkândan kaldýrmak istiyor musunuz?
OFFLINESHOP_DO_YOU_REMOVE_HISTORY	Kayýtlarý silmek istiyor musunuz?
OFFLINESHOP_DO_YOU_WANT_BACK	Eþyalarýnýzý geri almak istiyor musunuz?
OFFLINESHOP_DO_YOU_WANT_CLOSE	Dükkânnýzý kapatmak istiyor musunuz?
OFFLINESHOP_DO_YOU_WANT_OPEN	Market'i %s Yang karþýlýðýnda açmak istiyor musunuz?
OFFLINESHOP_DO_YOU_WANT_SLOT	Bu slotu açmak istiyor musunuz?
OFFLINESHOP_EXTEND_TIME_DIALOG	Süresini 12 saat uzatmak için %s ödemeniz gerekmektedir.
OFFLINESHOP_ITEM_SOLD	Eþya satýldý!
OFFLINESHOP_ITEM_SOLD2	[Satan: %s]
OFFLINESHOP_ITEM_SOLD_MESSAGE	%s eþyasýný %s Yang karþýlýðýnda sattýnýz.
OFFLINESHOP_ITEM_SOLD_MESSAGE_WITH_COUNT	x%d%s eþyasýný %s Yang karþýlýðýnda sattýnýz.
OFFLINESHOP_SEARCH_BUTTON	Ara
OFFLINESHOP_SEARCH_BUTTON_BUY	Seçili Eþyalarý Satýn Al
OFFLINESHOP_SEARCH_BUTTON_BUY_QUESTION	%d eþya seçtiniz.
OFFLINESHOP_SEARCH_BUTTON_BUY_QUESTION2	%d eþya seçtiniz.
OFFLINESHOP_SEARCH_BUTTON_BUY_QUESTION_TOTAL	Toplam %s.
OFFLINESHOP_SEARCH_CLASS	Sýnýf
OFFLINESHOP_SEARCH_CLASS_ALL	Tüm Sýnýflar
OFFLINESHOP_SEARCH_CLASS_ASSASSIN	Ninja
OFFLINESHOP_SEARCH_CLASS_SHAMAN	Þaman
OFFLINESHOP_SEARCH_CLASS_SURA	Sura
OFFLINESHOP_SEARCH_CLASS_WARRIOR	Savaþçý
OFFLINESHOP_SEARCH_FILTER	Eþya Filtresi
OFFLINESHOP_SEARCH_ITEM_COUNT	Miktar
OFFLINESHOP_SEARCH_ITEM_NAME	Eþya Adý
OFFLINESHOP_SEARCH_ITEM_SELLER	Satýcý
OFFLINESHOP_SEARCH_NOT_ENOUGH_YANG	Yeterli Yangýnýz yok.
OFFLINESHOP_SEARCH_OBJECTS	Nesneler
OFFLINESHOP_SEARCH_OBJECTS_ALL	Tüm Eþyalar
OFFLINESHOP_SEARCH_OBJECTS_BOOKS	Kitaplar
OFFLINESHOP_SEARCH_OBJECTS_BOOKS_COMPANIONS	Yoldaþlar
OFFLINESHOP_SEARCH_OBJECTS_BOOKS_SKILLS	Beceriler
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS	Yoldaþlar
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS_MOUNT	Binek
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS_PET	Pet
OFFLINESHOP_SEARCH_OBJECTS_COMPANIONS_PET2	Yoldaþlar
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES	Kostümler
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_ACCE	Aksesuar
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_ARMOUR	Zýrh
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_AURA	Aura
OFFLINESHOP_SEARCH_OBJECTS_COSTUMES_HAIR	Saç
